COASTAL_ID,TAMBON,DISTRICT,PROVINCE,PROVINCE_S,TYP_NAME_T,TYP_NAME_E,AREA_sqm
395,สะบารัง,เมืองปัตตานี,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,45721.95
396,เทพา,เทพา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,6899.52
397,เทพา,เทพา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,5308624.28
398,เทพา,เทพา,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,1974484.57
399,เทพา,เทพา,สงขลา,สงขลา,พรุ,Marsh,10888889.59
400,เทพา,เทพา,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",30881881.72
401,คู,จะนะ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",36455447.76
402,ตันหยงลุโละ,เมืองปัตตานี,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,515502.99
403,ตันหยงลุโละ,เมืองปัตตานี,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,433244.22
404,ตันหยงลุโละ,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,12347.09
405,ตันหยงลุโละ,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,1716654.21
406,ตันหยงลุโละ,เมืองปัตตานี,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,416757.33
407,ยามู,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,83209.28
408,ยามู,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,169837.83
409,ยามู,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,574019.13
410,ยามู,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,577194.73
411,ยามู,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,309023.08
412,ยามู,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,38927.48
413,ยามู,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,337718.51
414,ยามู,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,3018291.67
415,ยามู,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,2696602.99
416,ยามู,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,339764.07
417,ยามู,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,3441660.55
418,ปะนาเระ,ปะนาเระ,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,309836.18
419,ปะนาเระ,ปะนาเระ,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,634480.96
420,ปะนาเระ,ปะนาเระ,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,202893.33
421,ปะนาเระ,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,73125.63
422,ปะนาเระ,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,8222563.43
423,ปะนาเระ,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,34277.44
424,ปะนาเระ,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,838.19
425,ปะนาเระ,ปะนาเระ,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,55398.63
426,ปะนาเระ,ปะนาเระ,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,191587.26
427,ปะนาเระ,ปะนาเระ,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,1187371.63
428,ปะนาเระ,ปะนาเระ,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,210887.53
429,แค,จะนะ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",11499263.05
430,บาราโหม,เมืองปัตตานี,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,91896.67
431,บาราโหม,เมืองปัตตานี,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,96765.51
432,บาราโหม,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,10032.04
433,บาราโหม,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,553792.54
434,บาราโหม,เมืองปัตตานี,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,904896.2
435,อาเนาะรู,เมืองปัตตานี,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,33764.58
436,อาเนาะรู,เมืองปัตตานี,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,13927.43
437,อาเนาะรู,เมืองปัตตานี,ปัตตานี,ปัตตานี,พื้นที่แปรสภาพ,Disturbed area,6187.8
438,อาเนาะรู,เมืองปัตตานี,ปัตตานี,ปัตตานี,พื้นที่แปรสภาพ,Disturbed area,945864.71
439,อาเนาะรู,เมืองปัตตานี,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,72125.18
440,แป-ระ,ท่าแพ,สตูล,สตูล,แผ่นดิน ภูเขาและเกาะ,"Upland, mountains and island",31913459.34
441,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,178463.46
442,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,33937.79
443,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,238613.92
444,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,487775.4
445,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,80963.29
446,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,744271.14
447,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,135358.09
448,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,3710282.03
449,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,1543418.12
450,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,86713.14
451,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,291350.28
452,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,606246.22
453,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,4695695.77
454,หนองแรต,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,134711.12
455,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,232518.49
456,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,5311.59
457,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,775374.74
458,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,106917.62
459,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,216355.8
460,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,213512.78
461,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,64851.09
462,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,34841.72
463,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,103910.82
464,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,202328.29
465,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,139889.01
466,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,264686.98
467,ปากบาง,เทพา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,212758.26
468,ปากบาง,เทพา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,140459.33
469,ปากบาง,เทพา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,94514.21
470,ปากบาง,เทพา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,11244380.02
471,ปากบาง,เทพา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,360155.05
472,ปากบาง,เทพา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,367385.75
473,ปากบาง,เทพา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,101458.39
474,ปากบาง,เทพา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,667054.4
475,ปากบาง,เทพา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,6775744.62
476,ปากบาง,เทพา,สงขลา,สงขลา,หาดทรายปัจจุบัน,Young sandy beach,632139.48
477,ปากบาง,เทพา,สงขลา,สงขลา,ที่ราบใต้ระดับน้ำลง,Subtidal flat,205230.49
478,ปากบาง,เทพา,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,760530.27
479,ปากบาง,เทพา,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,1542111.16
480,ปากบาง,เทพา,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,572834.43
481,ปากบาง,เทพา,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,998142.7
482,ปากบาง,เทพา,สงขลา,สงขลา,พรุ,Marsh,2150280.14
483,ปากบาง,เทพา,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",24838209.36
484,คลองมานิง,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,1452074.52
485,คลองมานิง,เมืองปัตตานี,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,5434441.72
486,กะมิยอ,เมืองปัตตานี,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,4778910.79
487,บ้านกลาง,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,356443.86
488,บ้านกลาง,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,838289.32
489,บ้านกลาง,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,3724685.37
490,บ้านกลาง,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,153577.46
491,บ้านกลาง,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,172218.57
492,บ้านกลาง,ปะนาเระ,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,5639498.64
493,บ้านกลาง,ปะนาเระ,ปัตตานี,ปัตตานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",6926870.93
494,ท่าหมอไทร,จะนะ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",60891546.08
495,บางตาวา,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,2076646.27
496,บางตาวา,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,203381.15
497,บางตาวา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,143519.7
498,บางตาวา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,2420.45
499,บางตาวา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,142582.88
500,บางตาวา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,129405.54
501,บางตาวา,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,1070912.31
502,จะรัง,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,4473015.86
503,จะรัง,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,132503.28
504,จะรัง,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,380118.78
505,จะรัง,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,433.54
506,จะรัง,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,7567706.18
507,จะรัง,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,101114.72
508,จะรัง,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,429.66
509,จะรัง,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,227.35
510,จะรัง,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,3056698.72
511,จะรัง,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,514317.61
512,จะรัง,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,558823.28
513,ตุยง,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,13077.99
514,ตุยง,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,229930.09
515,ตุยง,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,394084.04
516,ตุยง,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,45827.06
517,ตุยง,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,1653504.82
518,ตุยง,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,370767.56
519,ตุยง,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,303196.92
520,ตุยง,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,14816687.65
521,จะบังติกอ,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,43018.4
522,จะบังติกอ,เมืองปัตตานี,ปัตตานี,ปัตตานี,พื้นที่แปรสภาพ,Disturbed area,558174.36
523,จะบังติกอ,เมืองปัตตานี,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,52921.8
524,จะบังติกอ,เมืองปัตตานี,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,523261.58
525,ตะลุโบะ,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,42128.84
526,ตะลุโบะ,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,11307.36
527,ตะลุโบะ,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,13682.07
528,ตะลุโบะ,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,41969.71
529,ตะลุโบะ,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,46470.68
530,ตะลุโบะ,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,2883576.82
531,ตะลุโบะ,เมืองปัตตานี,ปัตตานี,ปัตตานี,พื้นที่แปรสภาพ,Disturbed area,79361.28
532,ตะลุโบะ,เมืองปัตตานี,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,103489.03
533,ตะลุโบะ,เมืองปัตตานี,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,3335070.36
534,ดอนรัก,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,351349.64
535,ดอนรัก,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,74443.96
536,ดอนรัก,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,60340.94
537,ดอนรัก,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,79934.05
538,ดอนรัก,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,203515.81
539,ดอนรัก,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,27750.54
540,ดอนรัก,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,70596.82
541,ดอนรัก,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,7752912.82
542,บ้านน้ำบ่อ,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,192385.38
543,บ้านน้ำบ่อ,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,6114737.47
544,บ้านน้ำบ่อ,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,1264994.42
545,บ้านน้ำบ่อ,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,208405.6
546,บ้านน้ำบ่อ,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,1963.31
547,บ้านน้ำบ่อ,ปะนาเระ,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,40989.39
548,บ้านน้ำบ่อ,ปะนาเระ,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,55070.72
549,บ้านน้ำบ่อ,ปะนาเระ,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,1583496.64
550,บ้านน้ำบ่อ,ปะนาเระ,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,4052534.64
551,บ้านน้ำบ่อ,ปะนาเระ,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,813119.78
552,บ้านน้ำบ่อ,ปะนาเระ,ปัตตานี,ปัตตานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",7055533.02
553,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,179277.77
554,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,1463430.96
555,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,254416.53
556,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,577622.64
557,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,2029656.05
558,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,2054624.74
559,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,2658227.67
560,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,3159319.46
561,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,16474.1
562,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,10941.22
563,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,65934.06
564,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,244643.32
565,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,1363715.8
566,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,444745.26
567,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,1214633.11
568,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,140691.59
569,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,1308625.66
570,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,792608.59
571,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,41336.58
572,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,12469.86
573,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,286331.98
574,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,10473933.41
575,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,11529362.13
576,บางเขา,หนองจิก,ปัตตานี,ปัตตานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",615848.39
577,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,60255.38
578,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,15220.77
579,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,1127384.36
580,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,833.84
581,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,40414.74
582,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,1925650.53
583,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,17618.67
584,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,690610.75
585,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,114911.35
586,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,46456.8
587,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,1505279.62
588,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,2104899.81
589,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,2350.55
590,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,11145.11
591,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,1227523.36
592,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,259674.14
593,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,2876889.69
594,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,9206260.42
595,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,56821.89
596,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,157510.08
597,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,180449.54
598,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,9072.18
599,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,429899.3
600,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,877988.78
601,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,88031.29
602,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,574704.91
603,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,หาดทรายปัจจุบัน,Young sandy beach,482227.3
604,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,6732.13
605,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,19667.2
606,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,286242.53
607,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,5449132.54
608,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,5700832.14
609,ท่ากำชำ,หนองจิก,ปัตตานี,ปัตตานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",134843.5
610,ตาแกะ,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,9725.32
611,ตาแกะ,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,134125.83
612,ตาแกะ,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,66120.28
613,ตาแกะ,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,30322.64
614,ตาแกะ,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,1785004.05
615,ตาแกะ,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,331916.18
616,ตาแกะ,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,1347.73
617,ตาแกะ,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,6876822.5
618,ปิยามุมัง,ยะหริ่ง,ปัตตานี,ปัตตานี,ที่ราบน้ำขึ้นถึง,Intertidal flat,661231.08
619,ปิยามุมัง,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,109710.3
620,ปิยามุมัง,ยะหริ่ง,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,7200625.62
621,ปิยามุมัง,ยะหริ่ง,ปัตตานี,ปัตตานี,ลากูนเดิม,Old lagoon,5251078.01
622,ปะกาฮะรัง,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,116446.43
623,ปะกาฮะรัง,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,160923.73
624,ปะกาฮะรัง,เมืองปัตตานี,ปัตตานี,ปัตตานี,หาดทรายเดิม,Old sandy beach,126709.89
